Player,Team,Kills,Body Shot Kills,Entry Kills,Deaths,Entry Deaths,Round Wins,Plants,Points,Rounds,PPR
Rin,FearX,0,0,0,0,0,0,0,0,0,0
Rovi,Cruelty,0,0,0,0,0,0,0,0,0,0
Ivan,Cruelty,0,0,0,0,0,0,0,0,0,0
Motumbo,Cruelty,0,0,0,0,0,0,0,0,0,0
Pyroxz,Cruelty,0,0,0,0,0,0,0,0,0,0
Toski,Cruelty,0,0,0,0,0,0,0,0,0,0
Asphy,Bleed,0,0,0,0,0,0,0,0,0,0
Hoven,Bleed,0,0,0,0,0,0,0,0,0,0
Mentalist,Bleed,0,0,0,0,0,0,0,0,0,0
Reeps,Bleed,0,0,0,0,0,0,0,0,0,0
Terdsta,Bleed,0,0,0,0,0,0,0,0,0,0
Srsly,Geekay,0,0,0,0,0,0,0,0,0,0
Trixd,Geekay,0,0,0,0,0,0,0,0,0,0
Xke,Geekay,0,0,0,0,0,0,0,0,0,0
Blaz,Geekay,0,0,0,0,0,0,0,0,0,0
Neskin,Geekay,0,0,0,0,0,0,0,0,0,0
